class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	date_format	date_max	date_min	display_columns	display_rows	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_default	slider_layout	slider_max	slider_middlestart	slider_min	slider_rating	slider_reset	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown
SQ	0	genre2		Op-één-na favoriete genre voor uitgaan:		nl-informal																																																																																																																									
SQ	0	genre3		Op-twee-na favoriete genre voor uitgaan:		nl-informal																																																																																																																									
Q	M	socialReferents	1	<p>  We gaan je verderop vragen stellen over de mensen in je omgeving, zoals je vrienden, ouders, en broers en zussen.</p> <p>  Zou je hier de mensen die er <strong>niet</strong> zijn kunnen <strong>uit</strong>vinken?</p> 	<p>  Als je bijvoorbeeld single bent, vink je de eerste checkbox, 'Mijn partner', uit; en als je enig kind bent vink je de laatste, '1 of meer broers en/of zussen', uit. Op deze manier vallen we je ook niet lastig met vragen die er niet toe doen.</p> 	nl-informal			N		1							1									1																																																																															1																					
SQ	0	partner		Een partner (vriend of vriendin)		nl-informal				Y																																																																																																																					
SQ	0	bestFriends		Beste vrienden/vriendinnen		nl-informal				Y																																																																																																																					
SQ	0	otherFriends		Andere vrienden		nl-informal				Y																																																																																																																					
SQ	0	parents		1 of meer ouders en/of verzorgers		nl-informal				Y																																																																																																																					
SQ	0	siblings		1 of meer broers en/of zussen		nl-informal				Y																																																																																																																					
Q	*	accessToSurvey	1	{if(informedConsent == "yes", 1, 0)}		nl-informal			N		1																																		1																																																													1																					
G	G3	substanceUse	accessToSurvey == 1			nl-informal																																																																																																																									
Q	L	substanceUseWilling	1	Omdat Party Panel over het uitgaansleven gaat willen we graag ook weten of je middelen gebruikt. Als je dat niet wil zeggen of de vragen wil overslaan kun je dat hier aangeven.		nl-informal		Y	N	1	1																1																																																																															1					1																
A	0	1		Ik wil deze vragen wel beantwoorden.		nl-informal																																																																																																																									
A	0	0		Ik wil deze vragen liever overslaan.		nl-informal																																																																																																																									
Q	;	substUseFreqNr	substanceUseWilling == 1	Heb je het afgelopen jaar iets uit dit rijtje gebruikt, en zoja, wat en hoe vaak? <script type="text/javascript" charset="utf-8"> $(document).ready(function(){   $('#question{QID}').multiTypeArray({ questionCount: 2 });    /* Fine-tune question display */    /* 1. Reduce table header spacing */   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2 .asterisk').hide();   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2 .questionhelp').hide();    /* 2. Place header of part 2 properly */   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2:last').attr("colspan", "3");    /* 3. Reduce space for part 1 */   $('#question{QID} table.question tbody tr td.mta-question-1').attr("width", "150px");   $('#question{QID} table.question .spacer').attr("width", "1px");    /* 4. Move "keer" text */   var suffixtext = $('#question{QID} table.question thead tr.head-row-1 th.mta-question-1').text();   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-1').hide();     $("<span class='inputsuffix'>"+suffixtext+"</span>").appendTo("#question{QID} table.question tbody  td.mta-question-1");   }); </script>	Vergeet niet aan te geven of je het aantal keer per week, per maand, of in totaal intypt! Als je ergens helemaal niet bent geweest, type dan 0 in.	nl-informal		Y	N		1			30	otherSubstances																																																4										1																				X													1			5																		
SQ	0	alc		Alcohol		nl-informal																																																																																																																									
SQ	0	tbc		Tabak (sigaretten, sigaren)		nl-informal																																																																																																																									
SQ	0	cnb		Cannabis (wiet, hasj)		nl-informal																																																																																																																									
SQ	0	xtc		XTC pillen		nl-informal																																																																																																																									
SQ	0	mdma		MDMA poeder		nl-informal																																																																																																																									
SQ	0	fourfa		4-FA (4FMP)		nl-informal																																																																																																																									
SQ	0	coke		Cocaine		nl-informal																																																																																																																									
SQ	0	spd		Speed		nl-informal																																																																																																																									
SQ	0	gas		Lachgas		nl-informal																																																																																																																									
SQ	0	ghb		GHB		nl-informal																																																																																																																									
SQ	0	2cb		2CB		nl-informal																																																																																																																									
SQ	0	ket		Ketamine		nl-informal																																																																																																																									
SQ	1	nr		keer ...		nl-informal																																																																																																																									
Q	F	substUseFreqPeriod	1			nl-informal			N		1																																																																																															1																					
SQ	0	alc		Alcohol		nl-informal																																																																																																																									
SQ	0	tbc		Tabak (sigaretten, sigaren)		nl-informal																																																																																																																									
SQ	0	cnb		Cannabis (wiet, hasj)		nl-informal																																																																																																																									
SQ	0	xtc		XTC pillen		nl-informal																																																																																																																									
SQ	0	mdma		MDMA poeder		nl-informal																																																																																																																									
SQ	0	fourf		4-FA (4FMP)		nl-informal																																																																																																																									
SQ	0	coke		Cocaine		nl-informal																																																																																																																									
SQ	0	spd		Speed		nl-informal																																																																																																																									
SQ	0	gas		Lachgas		nl-informal																																																																																																																									
SQ	0	ghb		GHB		nl-informal																																																																																																																									
SQ	0	2cb		2CB		nl-informal																																																																																																																									
SQ	0	ket		Ketamine		nl-informal																																																																																																																									
A	0	26		... per week		nl-informal																																																																																																																									
A	0	6		... per maand		nl-informal																																																																																																																									
A	0	1		... in totaal <span style="font-size:80%; opacity: .75;">(per 6 maanden)</span>		nl-informal																																																																																																																									
Q	Q	otherSubstances	substanceUseWilling == 1	Heb je nog iets anders gebruikt dat niet in dit lijstje stond? Dan kun je dat hier aangeven. Anders kun je dit gewoon leeg laten.	Als je het afgelopen halfjaar meer dan vijf middelen hebt gebruikt die niet in de lijst hierboven stonden, kies er dan vijf uit.	nl-informal			N		1																																																																																															1																					
SQ	0	otherSubstance1		Eerste andere middel		nl-informal																																																																																																																									
SQ	0	otherSubstance2		Tweede andere middel		nl-informal																																																																																																																									
SQ	0	otherSubstance3		Derde andere middel		nl-informal																																																																																																																									
SQ	0	otherSubstance4		Vierde andere middel		nl-informal																																																																																																																									
SQ	0	otherSubstance5		Vijfde andere middel		nl-informal																																																																																																																									
Q	;	otherSubstFreqNr	(( ! is_empty(otherSubstances_otherSubstance1.NAOK)) or ( ! is_empty(otherSubstances_otherSubstance2.NAOK)) or ( ! is_empty(otherSubstances_otherSubstance3.NAOK)) or ( ! is_empty(otherSubstances_otherSubstance4.NAOK)) or ( ! is_empty(otherSubstances_otherSubstance5.NAOK)))	Kun je ook aangeven hoe vaak?<script type="text/javascript" charset="utf-8"> $(document).ready(function(){   $('#question{QID}').multiTypeArray({ questionCount: 2 });    /* Fine-tune question display */    /* 1. Reduce table header spacing */   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2 .asterisk').hide();   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2 .questionhelp').hide();    /* 2. Place header of part 2 properly */   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-2:last').attr("colspan", "3");    /* 3. Reduce space for part 1 */   $('#question{QID} table.question tbody tr td.mta-question-1').attr("width", "150px");   $('#question{QID} table.question .spacer').attr("width", "1px");    /* 4. Move "keer" text */   var suffixtext = $('#question{QID} table.question thead tr.head-row-1 th.mta-question-1').text();   $('#question{QID} table.question thead tr.head-row-1 th.mta-question-1').hide();     $("<span class='inputsuffix'>"+suffixtext+"</span>").appendTo("#question{QID} table.question tbody  td.mta-question-1");   }); </script>		nl-informal			N		1			30	otherSubstances																																																4										1																				X													1			5																		
SQ	0	otherSubstance1		{otherSubstances_otherSubstance1.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance2		{otherSubstances_otherSubstance2.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance3		{otherSubstances_otherSubstance3.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance4		{otherSubstances_otherSubstance4.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance5		{otherSubstances_otherSubstance5.NAOK}		nl-informal																																																																																																																									
SQ	1	nr		keer ...		nl-informal																																																																																																																									
Q	F	otherSubstFreqPeriod	1			nl-informal		Y	N		1				otherSubstances																																																																																											1																					
SQ	0	otherSubstance1		{otherSubstances_otherSubstance1.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance2		{otherSubstances_otherSubstance2.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance3		{otherSubstances_otherSubstance3.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance4		{otherSubstances_otherSubstance4.NAOK}		nl-informal																																																																																																																									
SQ	0	otherSubstance5		{otherSubstances_otherSubstance5.NAOK}		nl-informal																																																																																																																									
A	0	26		... per week		nl-informal																																																																																																																									
A	0	6		... per maand		nl-informal																																																																																																																									
A	0	1		... in totaal <span style="font-size:80%; opacity: .75;">(per 6 maanden)</span>		nl-informal																																																																																																																									
G	G4	pastBehavior	accessToSurvey == 1			nl-informal																																																																																																																									
Q	S	weekdaySleep	1	Hoeveel uur slaap je op een gewone door-de-weekse nacht?	Hiermee bedoelen we bijvoorbeeld een maandag-, dinsdag-, of woensdagnacht waarop je niet uit gaat.	nl-informal		Y	N		1																											is_empty(weekdaySleep) || (weekdaySleep>0 && weekdaySleep<20)	Voer in hoeveel uur je normaal slaapt (dus iets tussen de 0 en de 20 uur).												300		500	11									2										1						Ik slaap door-de-weeks normaal 																											1	1	 uur per nacht.	2		1																
Q	S	goingOutSleep	1	Hoe lang schat je dat je meestal slaapt als je 's nachts uit bent geweest?	Deze vraag gaat over een avond dat je uit gaat, waarbij je dus pas 's avonds 'begint'.	nl-informal		Y	N		1																											is_empty(weekdaySleep) || (weekdaySleep>0 && weekdaySleep<20)	Voer in hoeveel uur je normaal slaapt (dus iets tussen de 0 en de 20 uur).												300		500	11									2										1						Ik slaap nadat ik 's nachts uit bent geweest 																											1	1	 uur per nacht.	2		1																
Q	L	atFestivalSleep	1	Hoe lang schat je dat je meestal slaapt als je op een meerdaags festival bent?	Geef je antwoord hier ook in uren per nacht.	nl-informal		Y	Y		1																1																																															1	1	Op meerdaagse festivals slaap ik:																														1					1																
SQ	0	other		Andere		nl-informal																																																																																																																									
A	0	no		Ik ga niet naar meerdaagse festivals.		nl-informal																																																																																																																									
Q	L	afterFestivalSleep	1	Hoe lang schat je dat je meestal slaapt als je naar een eendaags festival bent geweest?	Geef je antwoord hier ook in uren per nacht.	nl-informal		Y	Y		1																1																																															1	1	Na eendaagse festivals slaap ik:																														1					1																
SQ	0	other		Andere		nl-informal																																																																																																																									
A	0	no		Ik ga niet naar eendaagse festivals.		nl-informal																																																																																																																									
Q	F	sleepBehav	1	<p>  Sommige mensen zorgen dat ze de nachten voordat ze uitgaan en/of nadat ze uit zijn geweest voldoende slapen, omdat ze (misschien) minder slapen als ze uitgaan.</p> <p>  Hoe is dat voor jou? Zorg jij dat je de drie nachten <em>voor</em> en de drie nachten <em>na</em> het uitgaan genoeg slaapt?</p> 	{nightlifeDefText}	nl-informal		Y	N		1			50																								is_empty(weekdaySleep) || (weekdaySleep>0 && weekdaySleep<20)	Voer in hoeveel uur je normaal slaapt (dus iets tussen de 0 en de 20 uur).																																																																			1																					
SQ	0	pre		Zorg jij wel eens dat je de drie nachten voordat je uitgaat genoeg slaapt?		nl-informal																																																																																																																									
SQ	0	post		Zorg jij wel eens dat je de drie nachten nadat je uit bent geweest genoeg slaapt?		nl-informal																																																																																																																									
A	0	1		(Bijna) nooit		nl-informal																																																																																																																									
A	0	2		Soms		nl-informal																																																																																																																									
A	0	3		Regelmatig		nl-informal																																																																																																																									
A	0	4		Vaak		nl-informal																																																																																																																									
A	0	5		(Bijna) altijd		nl-informal																																																																																																																									
G	G5	[deactivated]negativeExperience	0 && informedConsent.NAOK == "yes"			nl-informal																																																																																																																									
Q	L	negativeExperience	1	<p>  Deze vragenlijst gaat over flirten in het uitgaansleven, specifiek over flirten waarbij persoonlijke grenzen worden overschreden.</p> <p>  Heb jij wel eens een heel onprettige ervaring gehad met flirten, intimiteit, of seks waarbij je grenzen werden overschreden en die een sterke negatieve indruk op je maakte?</p> 	<br /> 	nl-informal		Y	N		1																1																																																																															1					1																
A	0	0		Nee		nl-informal																																																																																																																									
A	0	1		Ja		nl-informal																																																																																																																									
Q	L	referralAndConfirmat	negativeExperience.NAOK == 1	<p>  Als het je fijn lijkt om eens met iemand te praten over je ervaringen, dan zijn er allerlei mensen om je te helpen. Hieronder staat een lijstje:</p> <ul>  <li>   Sense kan helpen met allerlei vragen over seks en alles wat er mee samenhangt. Ze zijn beschikbaar via chat, telefoon, en email, maar je kunt ook een afspraak maken. Hun website is <a href="https://sense.info/nl/hulp-advies">https://sense.info/nl/hulp-advies</a> en hun telefoonnummer is 0900 402 4020 (5 cent per minuut, plus de kosten van je mobiele provider)</li>  <li>   Een andere organisatie waar je terecht kunt is Verbreek de Stilte. Zij bieden volledig anoniem, via chat, mail of telefoon advies en hulp. Hun website is <a href="https://verbreekdestilte.nl">https://verbreekdestilte.nl</a> en hun telefoonnummer is 0900 9999 001 (dit is een gratis nummer). Zij kunnen je ook doorverwijzen naar gratis hulp bij jou in de buurt.</li>  <li>   Voor jongeren tussen 13 en 18 is er de kindertelefoon, waar je terecht kunt met allerlei onderwerpen. Hun website is <a href="https://www.kindertelefoon.nl/13-18/">https://www.kindertelefoon.nl/13-18/</a>, en hun telefoonnummer is 0800 0432 (dit is ook een gratis nummer).</li> </ul> <p>  Als je het soms nog moeilijk hebt met je ervaringen raden wij je af om deze vragenlijst in te vullen. Deze vragenlijst gaat over lichte grensoverschrijdingen die niet als emotioneel belastend worden ervaren: maar toch zou de vragenlijst je kunnen herinneren aan je onprettige ervaringen.</p> <p>  Wil je toch verder, dan kun je dat hieronder aangeven. Onthoud dat je sowieso elk moment kunt stoppen als je wil.</p> 		nl-informal		Y	N		1																1																																																																															1					1																
A	0	0		Ik wil inderdaad liever stoppen.		nl-informal																																																																																																																									
A	0	1		Ik wil toch graag de vragenlijst invullen.		nl-informal																																																																																																																									
G	G6	[deactivated]negativeExperienceClosing	0 && ((informedConsent == "yes") && ((negativeExperience.NAOK == 1) && (referralAndConfirmat.NAOK == 0)))			nl-informal																																																																																																																									
Q	X	negativeExpClosing	1	<p>  De vragenlijst is nu afgerond.</p> <p>  Hier weer het lijstje met mensen die je kunnen helpen mocht je behoefte hebben om over je ervaringen te praten:</p> <ul>  <li>   Sense kan helpen met allerlei vragen over seks en alles wat er mee samenhangt. Ze zijn beschikbaar via chat, telefoon, en email, maar je kunt ook een afspraak maken. Hun website is <a href="https://sense.info/nl/hulp-advies">https://sense.info/nl/hulp-advies</a> en hun telefoonnummer is 0900 402 4020 (5 cent per minuut, plus de kosten van je mobiele provider)</li>  <li>   Een andere organisatie waar je terecht kunt is Verbreek de Stilte. Zij bieden volledig anoniem, via chat, mail of telefoon advies en hulp. Hun website is <a href="https://verbreekdestilte.nl">https://verbreekdestilte.nl</a> en hun telefoonnummer is 0900 9999 001 (dit is een gratis nummer). Zij kunnen je ook doorverwijzen naar gratis hulp bij jou in de buurt.</li>  <li>   Voor jongeren tussen 13 en 18 is er de kindertelefoon, waar je terecht kunt met allerlei onderwerpen. Hun website is <a href="https://www.kindertelefoon.nl/13-18/">https://www.kindertelefoon.nl/13-18/</a>, en hun telefoonnummer is 0800 0432 (dit is ook een gratis nummer).</li> </ul> 		nl-informal			N		1																																																																																															1					1																
G	G7	subsurveyChoice	(informedConsent == "yes") && (1 || ((negativeExperience.NAOK == 0) || (referralAndConfirmat.NAOK == 1)))			nl-informal																																																																																																																									
Q	M	subsurveyChoice	0	<p>  We willen de vragenlijst kort houden (hij duurt ongeveer 20-30 minuten). We hebben hem daarom in tweeën gedeeld, en iedereen krijgt een ander deel:</p> <ul>  <li>   {if(randomNumber1==1, "<b>", "")}Zorgen dat je de drie nachten <i>voordat</i> je uitgaat 8 uur slaap krijgt {if(randomNumber1==1, " (deze heb jij toegewezen gekregen)</b>", "")}</li>  <li>   {if(randomNumber1==2, "<b>", "")}Zorgen dat je de drie nachten <i>nadat</i> je uit bent geweest 8 uur slaap krijgt {if(randomNumber1==2, " (deze heb jij toegewezen gekregen)</b>", "")}</li> </ul> <p>  Wil je meer invullen? Dan kun je dat hieronder aangeven.</p> <p>  Houd er wel rekening mee dat elke deel extra tijd kost (ongeveer 20 minuten per deel).</p> <script> $(document).ready(function() {   $('#answer622298X354X8485{randomNumber1}').trigger('click').prop('checked', true).addClass('hidden');   $('#javatbd622298X354X8485{randomNumber1}').addClass('hidden'); });</script>	Als je de vragenlijst niet in een keer af kunt maken, kun je altijd onderin op "Later verdergaan" klikken. Dan kun je je vragenlijst opslaan en hem later afmaken.	nl-informal		Y	N		1					randomNumber		1									1																																																																															1																					
SQ	0	0		Ik vind het beantwoorden van één deel wel genoeg.		nl-informal																																																																																																																									
SQ	0	1		Ik wil ook graag de vragen beantwoorden over zorgen dat ik de drie nachten <i>voordat</i> ik uit ga 8 uur slaap krijg		nl-informal																																																																																																																									
SQ	0	2		Ik wil ook graag de vragen beantwoorden over zorgen dat ik de drie nachten <i>nadat</i> ik uit ben geweest 8 uur slaap krijg		nl-informal																																																																																																																									
Q	*	accessToSurvey2	1	{if((informedConsent == "yes") && (1 || ((negativeExperience.NAOK == 0) || (referralAndConfirmat.NAOK == 1))), 1, 0)}		nl-informal			N		1																																		1																																																													1																					
Q	X	fullSubsurveys	0 && (subsurveyChoice_1.NAOK == "Y") && (subsurveyChoice_2.NAOK == "Y")	<p>  Fantastisch dat je alle vragen in deze studie wil beantwoorden! Dat helpt ons echt enorm.</p> <p>  Houd er wel rekening mee dat de vragenlijst natuurlijk steeds langer wordt. Als je één deel invult ben je ongeveer een half uur bezig, en met alle drie de delen ongeveer een uur.</p> <p>  Als je daar geen tijd voor hebt, kun je altijd onderaan aangeven dat je later verder wil gaan. Of, als je dat toch te lang vindt, dan kun je hierboven weer een of twee onderdelen uit zetten.</p> 		nl-informal			N		1																																																																																															1					1																
G	G8	generalQuestions	accessToSurvey == 1			nl-informal																																																																																																																									
Q	F	generalBeliefs	1	<p>  We starten met wat algemene vragen over slaap.</p> <script>   $(function(){     $('#question{QID} thead').css('display', 'none');   }); </script>	Sommige van deze vragen lijken vreemd, maar toch verschillen mensen in hoe ze over dit soort dingen denken. Wij zijn benieuwd naar hoe dit samenhangt met andere antwoorden in deze vragenlijst. (Er zijn geen goede of foute antwoorden.)	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	stay		<div class="scaletext">Als ik niet kan slapen, dan is toch in bed blijven liggen ...</div><div class="scaleleft width75">Slecht voor me</div> | <div class="scaleright width75">Goed voor me</div>		nl-informal																																																																																																																									
SQ	0	frust		<div class="scaletext">In bed liggen en niet in slaap kunnen komen is voor mij ...</div><div class="scaleleft width75">Rustgevend</div> | <div class="scaleright width75">Heel erg frustrerend</div>		nl-informal																																																																																																																									
SQ	0	bffr		<div class="scaletext">Als ik voordat ik uit ga zorg dat ik voldoende slaap krijg, dan ...</div><div class="scaleleft width100">Maakt dat niet uit</div> | <div class="scaleright width125">Vangt dat slaapgebrek op</div>		nl-informal																																																																																																																									
SQ	0	njoy		<div class="scaletext">Als ik voordat ik uit ga zorg dat ik voldoende slaap krijg, dan ...</div><div class="scaleleft width100">Geniet ik minder van het uitgaan</div> | <div class="scaleright width125">Kan ik meer genieten van het uitgaan</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	*	preQuestions	1	{if((randomNumber1==1) || (subsurveyChoice_1.NAOK=="Y"), 1, 0)}		nl-informal			N		1																																		1																																																													1																					
Q	*	postQuestions	1	{if((randomNumber1==2) || (subsurveyChoice_2.NAOK=="Y"), 1, 0)}		nl-informal			N		1																																		1																																																													1																					
G	G9	preCIBERlite	(accessToSurvey == 1) && (1 || preQuestions == 1)			nl-informal																																																																																																																									
Q	F	preCIBERlite	1	<p>  Deze vragen gaan over hoe je denkt over zorgen dat je de drie nachten <i>voordat</i> je uitgaat genoeg slaap krijgt.</p> 	{nightlifeDefText}	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	intention		<div class="scaletext">Ik ben van plan om te zorgen dat ik de drie nachten voordat ik uit ga genoeg slaap krijg. </div><div class="scaleleft width75">Absoluut niet</div> | <div class="scaleright width75">Absoluut wel</div>		nl-informal																																																																																																																									
SQ	0	attInstrumental		<div class="scaletext">Zorgen dat ik de drie nachten voordat ik uit ga genoeg slaap krijg is voor mij...</div><div class="scaleleft width75">Slecht</div> | <div class="scaleright width75">Goed</div>		nl-informal																																																																																																																									
SQ	0	attExperiential		<div class="scaletext">Zorgen dat ik de drie nachten voordat ik uit ga genoeg slaap krijg is voor mij... </div><div class="scaleleft width75">Onprettig</div> | <div class="scaleright width75">Prettig</div>		nl-informal																																																																																																																									
SQ	0	pnInjunctive		<div class="scaletext" style="height:100%;">Als ik zorg dat ik de drie nachten voordat ik uit ga genoeg slaap krijg, dan keuren de meeste mensen die belangrijk voor mij zijn dat...</div><div class="scaleleft width75">Af</div> | <div class="scaleright width75">Goed</div>		nl-informal																																																																																																																									
SQ	0	pnDescriptive		<div class="scaletext" style="height:100%;">Hoeveel mensen zoals jij zorgen dat ze de drie nachten voordat ze uit gaan genoeg slaap krijgen?</div><div class="scaleleft width75">Niemand</div> | <div class="scaleright width75">Iedereen</div>		nl-informal																																																																																																																									
SQ	0	pbcCapacity		<div class="scaletext" style="height:100%;">Ik heb er vertrouwen in dat ik, als ik dat wil, kan zorgen dat ik de drie nachten voordat ik uit ga genoeg slaap krijg.</div><div class="scaleleft width75">Helemaal geen vertrouwen</div> | <div class="scaleright width75">Heel veel vertrouwen</div>		nl-informal																																																																																																																									
SQ	0	pbcControl		<div class="scaletext">Of ik de drie nachten voordat ik uit ga genoeg slaap krijg bepaal ik...</div><div class="scaleleft width75">Helemaal niet zelf</div> | <div class="scaleright width75">Helemaal zelf</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
G	G10	postCIBERlite	(accessToSurvey == 1) && (1 || postQuestions == 1)			nl-informal																																																																																																																									
Q	F	postCIBERlite	1	<p>  Deze vragen gaan over hoe je denkt over zorgen dat je de drie nachten <em>nadat</em> je uit bent geweest genoeg slaap krijgt.</p> 	{nightlifeDefText}	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	intention		<div class="scaletext">Ik ben van plan om te zorgen dat ik de drie nachten nadat ik uit bent geweest genoeg slaap krijg. </div><div class="scaleleft width75">Absoluut niet</div> | <div class="scaleright width75">Absoluut wel</div>		nl-informal																																																																																																																									
SQ	0	attInstrumental		<div class="scaletext">Zorgen dat ik de drie nachten nadat ik uit ben geweest genoeg slaap krijg is voor mij...</div><div class="scaleleft width75">Slecht</div> | <div class="scaleright width75">Goed</div>		nl-informal																																																																																																																									
SQ	0	attExperiential		<div class="scaletext">Zorgen dat ik de drie nachten nadat ik uit bent geweest genoeg slaap krijg is voor mij... </div><div class="scaleleft width75">Onprettig</div> | <div class="scaleright width75">Prettig</div>		nl-informal																																																																																																																									
SQ	0	pnInjunctive		<div class="scaletext" style="height:100%;">Als ik zorg dat ik de drie nachten nadat ik uit ben geweest genoeg slaap krijg, dan keuren de meeste mensen die belangrijk voor mij zijn dat...</div><div class="scaleleft width75">Af</div> | <div class="scaleright width75">Goed</div>		nl-informal																																																																																																																									
SQ	0	pnDescriptive		<div class="scaletext" style="height:100%;">Hoeveel mensen zoals jij zorgen dat ze de drie nachten nadat ze uit zijn geweest genoeg slaap krijgen?</div><div class="scaleleft width75">Niemand</div> | <div class="scaleright width75">Iedereen</div>		nl-informal																																																																																																																									
SQ	0	pbcCapacity		<div class="scaletext" style="height:100%;">Ik heb er vertrouwen in dat ik, als ik dat wil, kan zorgen dat ik de drie nachten nadat ik uit ben geweest genoeg slaap krijg.</div><div class="scaleleft width75">Helemaal geen vertrouwen</div> | <div class="scaleright width75">Heel veel vertrouwen</div>		nl-informal																																																																																																																									
SQ	0	pbcControl		<div class="scaletext">Of ik de drie nachten nadat ik uit ben geweest genoeg slaap krijg bepaal ik...</div><div class="scaleleft width75">Helemaal niet zelf</div> | <div class="scaleright width75">Helemaal zelf</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
G	G11	attExpect	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	attExpect	1 || preQuestions == 1	<p>  Dit gaat weer over een situatie (in de komende zes maanden) waarin je uitgaat en daardoor een korte nacht maakt.</p> 	{nightlifeDefText}	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	conc		<div class="scaletext">Als ik te weinig slaap, dan kan ik mij ...</div><div class="scaleleft width75">Veel slechter concentreren</div> | <div class="scaleright width75">Veel beter concentreren</div>		nl-informal																																																																																																																									
SQ	0	mem		<div class="scaletext">Als ik te weinig slaap, dan onthoud ik dingen ...</div><div class="scaleleft width75">Veel slechter</div> | <div class="scaleright width75">Veel beter</div>		nl-informal																																																																																																																									
SQ	0	feel		<div class="scaletext">Als ik te weinig slaap, dan voel ik mij ...</div><div class="scaleleft width75">Veel slechter</div> | <div class="scaleright width75">Veel beter</div>		nl-informal																																																																																																																									
SQ	0	miss		<div class="scaletext">Als ik steeds zorg dat ik voldoende slaap krijg, dan ...</div><div class="scaleleft width75">Mis ik niets</div> | <div class="scaleright width75">Mis ik veel dingen</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	postAttExpect	0 && postQuestions == 1	<p>  Stel je voor: in het komende halfjaar is een vriend of vriendin van jou tijdens het uitgaan met iemand aan het flirten. Je hebt de indruk dat hij/zij hierbij over de grenzen van de ander gaat.</p> <p>  <strong>Als ik dat dan tegen die vriend(in) zeg...</strong></p> 	{nightlifeDefText}	nl-informal		Y	N		1			80																																																																																												1																					
